Words,Score
smrti,672
něm,671
říkáš,671
daleko,671
nechal,671
těžké,671
kluk,671
možné,670
mrtvý,670
dobu,670
tělo,670
the,670
ženy,670
věřit,670
hlavu,670
potřebuji,670
tvá,669
nechtěl,669
dolarů,669
jediný,669
oči,669
muži,669
ně,669
potřebuje,669
chvilku,669
způsob,669
přijít,669
podívat,668
naši,668
chlape,668
tomhle,668
slečno,668
chtít,668
cestě,667
dny,667
roky,667
nemohl,667
mluvíš,667
takové,667
dělej,667
přítel,667
neměla,667
slovo,667
nyní,667
jídlo,667
syn,666
během,666
domu,666
strach,666
mnohem,666
policie,666
moji,666
čau,666
bůh,666
malý,666
šanci,666
problémy,666
věděla,666
cestu,665
místě,665
tvou,665
neřekl,665
tou,665
hodiny,665
tys,665
plán,665
doby,665
říkat,665
počkejte,664
jdeš,664
ženu,664
případ,664
otce,664
chtějí,664
jich,664
jistá,664
vězení,664
skvěle,663
doktore,663
nové,663
stačí,663
pěkně,662
mým,662
země,662
mimo,662
neviděl,662
auta,662
nejdřív,662
loď,662
snažím,661
prdele,661
pánové,661
doktor,661
dá,661
uh,661
odejít,661
řekněte,661
rozhodně,660
životě,660
dala,660
mojí,660
nahoru,660
stojí,659
rodina,659
potřebovat,659
velké,659
smysl,659
dne,659
copak,658
zdravím,658
pouze,658
drž,658
vypadáš,658
jasné,658
mluvil,658
chyba,658
krev,658
rozumím,657
dostala,657
madam,657
ruku,657
new,657
mělo,657
smrt,657
nemůžete,657
telefon,657
taková,657
přátelé,657
rodiče,656
šest,656
nikoho,656
ono,656
pracovat,656
jmenuje,656
tým,656
nimi,656
poprvé,656
začít,656
spát,656
uvnitř,656
seš,655
kdybys,655
nakonec,655
školy,655
mnoho,655
špatné,655
jiné,655
vezmu,655
jediná,654
začal,654
nevadí,654
lety,654
zeptat,654
spíš,654
holky,654
pomoci,654
příběh,654
svých,653
jaká,653
spoustu,653
zvláštní,653
naprosto,653
bratr,653
večeři,653
viděli,653
deset,653
šla,653
nemáte,653
syna,653
potřebuješ,653
kapitáne,653
případě,653
mém,653
půl,653
větší,652
našla,652
kluci,652
mých,652
nemusíš,652
aha,652
znáš,652
odtud,652
chceme,652
nechce,652
část,651
města,651
našeho,651
uděláme,651
město,651
vašeho,651
přišli,651
raději,651
zavolat,651
tvého,651
dole,651
nějaká,650
nejspíš,650
pokoj,650
zprávy,650
kromě,650
domě,650
důležité,650
myslet,650
mne,650
několik,650
neboj,650
udělali,650
všude,650
velká,650
jet,649
věřím,649
šlo,649
rodinu,649
nevíš,649
malá,649
zastavit,649
musela,649
říkají,649
alespoň,648
velice,648
bezpečí,648
slyšela,648
vidíte,647
takového,647
mrzí,647
chtěli,647
navíc,647
dní,647
klid,647
možnost,647
starý,647
tohoto,647
dostali,647
čeho,647
nedělej,647
snaží,647
uvěřit,647
čemu,647
nemohu,647
zavolám,647
udělej,646
zjistit,646
pamatuješ,646
téhle,646
líp,646
peněz,646
rádi,646
záleží,646
nebudeš,646
lidem,646
městě,646
světa,645
straně,645
dámy,645
tyto,645
mluví,645
slyšet,645
svém,645
hlavy,644
půjdeme,644
proboha,644
čeká,644
čekat,644
jděte,644
jakou,644
malé,644
pokoji,644
nevěděl,644
neví,644
ah,644
kterého,644
najednou,644
druhé,644
