Words;Score
MATIS;6630
ALIYAH;6620
COLIN;6620
WALTER;6595
MONA;6590
YOUCEF;6585
KIM;6580
ABDALLAH;6575
SALIMA;6560
RACHIDA;6535
CELESTE;6525
TOMMY;6520
LOU-ANN;6515
MATTEO;6515
ISIDORE;6510
MAGDELEINE;6500
MÉLINE;6500
NOELLA;6500
SULLIVAN;6490
DORINE;6475
HANA;6465
SWAN;6450
ISMAIL;6415
SÉRÉNA;6405
JOANNES;6370
STEPHEN;6370
BERANGERE;6365
LALY;6330
LÉONARD;6275
PIERRE-LOUIS;6265
OMER;6255
MERIEM;6235
SELENA;6190
CHAIMA;6180
ADRIAN;6175
HALIMA;6170
JESSIE;6165
LOHAN;6165
YAEL;6165
KIARA;6155
ANNE-CLAIRE;6150
IRENEE;6145
LILYA;6145
HARRY;6135
MYLAN;6135
GINA;6125
MAISSA;6125
MOUNIR;6125
SOLENN;6120
EULALIE;6105
DESIREE;6100
STACY;6075
BÉNÉDICTE;6070
SELIM;6065
FRANTZ;6040
SOFIAN;6040
LEYNA;6035
IMRANE;6025
MARILOU;6015
MATHURIN;5995
CLOTHILDE;5985
EMA;5975
LIA;5960
VALENTINA;5960
ALYCIA;5935
TAO;5915
GWENDAL;5905
AURIANE;5900
YOUSRA;5900
ANAÉ;5885
HICHAM;5875
MARLEY;5870
GWLADYS;5865
KAIS;5865
ALBIN;5845
HASSAN;5840
HAYDEN;5815
ROSETTE;5815
EMNA;5810
YLAN;5800
CAMERON;5785
SOUMAYA;5775
ASHLEY;5770
BERTILLE;5755
ILIAN;5755
ÉLISE;5740
FLEUR;5725
SHANNA;5700
WESLEY;5695
CHRIS;5690
DANIÈLE;5680
DORIS;5680
ELLIE;5680
SOULEYMANE;5675
PAULIN;5660
ZACHARIE;5655
ADIL;5645
MANDY;5640
EDMONDE;5635
LEANDRO;5630
MARIE-CÉCILE;5630
JOSSELIN;5625
HANNAH;5605
CALIE;5600
RACHELLE;5600
CARL;5595
EMILY;5590
LYNDA;5580
HAROUN;5575
YASSIN;5575
EGLANTINE;5570
PRESCILLIA;5570
MARIE-DOMINIQUE;5565
GARY;5560
SUZY;5560
MAITE;5555
ÉMILIE;5530
ALLISON;5515
MAYRON;5515
PETER;5500
NADIR;5485
MAUDE;5480
VALERY;5480
JAYDEN;5460
MARC-ANTOINE;5460
CLOÉ;5455
MARYLOU;5420
REDA;5410
MAYSSA;5400
SIHAM;5380
ALFREDA;5370
COME;5370
EMILIO;5365
THEO;5365
JULIANA;5360
HAJAR;5355
ASSYA;5325
SÉGOLÈNE;5315
PEDRO;5305
ARMANDINE;5280
ANTON;5275
FOUAD;5270
JOHANNE;5260
JOYCE;5255
MELVYN;5245
JEAN-SÉBASTIEN;5210
SIXTINE;5205
LAURY;5195
JAMILA;5190
NEYLA;5190
REYNALD;5190
KATHLEEN;5185
MARJOLAINE;5165
NESRINE;5165
RAPHAËLLE;5165
MARILYN;5155
MADISON;5145
HAFSA;5140
ISAURE;5135
SOLENNE;5125
YAN;5125
ARSÈNE;5100
ELIF;5100
KAMIL;5100
JANA;5095
GERVAIS;5090
YUNA;5090
LAUREEN;5085
LILLY;5060
ROMARIC;5050
ARYA;5045
ARIA;5035
SOIZIC;5025
SABRI;5020
CASSIE;5015
GABY;5005
MARCUS;5000
OCTAVIE;5000
ALIA;4995
GISLAINE;4995
LOUANNE;4985
RÉGIS;4975
NAIM;4970
JÉRÉMIE;4960
VICTORIEN;4955
VIANNEY;4945
EVANN;4935
KASSIM;4930
ELYNE;4925
MAIWENN;4915
JEAN-PASCAL;4910
MARIE-CHANTAL;4910
LILAS;4905
TYPHAINE;4895
REGINA;4890
DRISS;4885
ELIZABETH;4880
LAURIANNE;4880
TAMARA;4875
DAISY;4855
LAILA;4850
JOANA;4840
ABDEL;4830
GAETANE;4830
SOLAL;4805
THALIA;4805
ZOE;4805
MATTHEW;4800
DAN;4795
MAXINE;4790
ELÉA;4775
HILAIRE;4775
FERNANDO;4770
GERTRUDE;4770
MAE;4770
LALIE;4760
HYACINTHE;4755
KHALIL;4745
NELYA;4745
ROZENN;4745
HERMINE;4740
NAYA;4735
KAYDEN;4730
DÉBORAH;4710
HANANE;4710
MYLA;4705
JORDANE;4700
ALEXY;4695
BLAISE;4695
LOANN;4695
MADDY;4685
MARIE-ANDRÉE;4680
ILHAN;4665
KASSANDRA;4660
JOAQUIM;4655
YUSUF;4655
MERYEM;4645
PRISCA;4630
ZAYN;4625
CLELIA;4605
ISMAÏL;4595
LUIGI;4590
MOHAMED-AMINE;4580
KATHY;4565
MUSTAFA;4565
ZAHRA;4565
ELYNA;4560
LOUBNA;4555
NAÏLA;4555
SHIRLEY;4555
LISETTE;4545
JENNAH;4535
TINA;4530
FRANCISQUE;4525
SAFIYA;4525
SYRINE;4525
TALIA;4515
MARLON;4510
NAHEL;4510
TIPHANIE;4510
MATHEO;4500
LAYANA;4490
RYAD;4490
AMALIA;4480
URBAIN;4475
MAIA;4470
SAFA;4470
CALVIN;4465
ABDOULAYE;4460
HOCINE;4460
LÉANDRO;4460
EDDIE;4450
CLEMENT;4440
EMIR;4440
JANNA;4440
COLOMBE;4430
JAMEL;4420
LAURYNE;4415
YAZID;4395
ALISSON;4390
SUZIE;4390
AMY;4375
MERCEDES;4360
LORRAINE;4355
FABIAN;4350
TOUSSAINT;4350
FRED;4345
IYAD;4325
KHALID;4325
JOSSELINE;4320
MAÏWENN;4320
YOUSSOUF;4320
CÉSAR;4315
ELVIRE;4315
NAYLA;4305
ALOIS;4295
NASSER;4290
ANNE-CÉCILE;4285
GABRIELLA;4285
MALAK;4285
BRENDA;4280
FREDERICK;4275
SALAH;4275
ALYSSIA;4260
HIND;4260
JEAN-RENÉ;4255
WAEL;4250
ANNE-CHARLOTTE;4245
JOSIANNE;4245
TYMÉO;4240
CLOTAIRE;4230
MARIE-CHARLOTTE;4230
EDMEE;4225
FLORENTINE;4225
ILANA;4225
ELYAS;4210
ROXANNE;4200
CHRYSTEL;4190
BAPTISTINE;4165
MAXIMIN;4165
TASNIM;4165
ANSELME;4160
AYMAN;4160
LUBIN;4160
LÉOPOLD;4150
TRACY;4150
