Words;Link;Score
The Naked Gun 2½: The Smell of Fear;Zucker;507
Babe;Noonan;507
The Frighteners;Jackson;507
What Dreams May Come;Ward;507
Terminator 3: Rise of the Machines;Mostow;507
Over the Hedge;Johnson;507
EuroTrip;Schaffer;507
Four Brothers;Singleton;507
Martyrs;Laugier;507
Kingdom of the Planet of the Apes;Ball;507
The Muppets;Bobin;507
The Girl Who Played with Fire;Alfredson;507
Swiss Army Man;Kwan;507
Elite;Orden;507
Alien³;Fincher;506
The Bone Collector;Noyce;506
Super Troopers;Chandrasekhar;506
Jay and Silent Bob Strike Back;Smith;506
The Lake House;Agresti;506
The Creator;Edwards;506
ParaNorman;Butler;506
Nymphomaniac;Trier;506
The Autopsy of Jane Doe;Øvredal;506
Thunderball;Young;505
Cop Land;Mangold;505
Legally Blonde;Luketic;505
Brother Bear;Blaise;505
Alien: Covenant;Scott;505
The X Files;Bowman;504
Indiana Jones and the Kingdom of the Crystal Skull;Spielberg;504
Drag Me to Hell;Raimi;504
Glee;Buecker;504
Safety Not Guaranteed;Trevorrow;504
Ad Astra;Gray;504
A Simple Favor;Feig;504
Commando;Lester;503
Any Given Sunday;Stone;503
How the Grinch Stole Christmas;Howard;503
Bicentennial Man;Columbus;503
Unleashed;Leterrier;503
Horton Hears a Who!;Hayward;503
Zombieland: Double Tap;Fleischer;503
The Gray Man;Russo;503
The Ministry of Ungentlemanly Warfare;Ritchie;503
The Outsiders;Coppola;502
Patch Adams;Shadyac;502
The Family Man;Ratner;502
Holes;Davis;502
National Treasure: Book of Secrets;Turteltaub;502
Fear the Walking Dead;Satrazemis;502
Scrooged;Donner;501
IT;Wallace;501
Silent Hill;Gans;501
Red Sparrow;Lawrence;501
Ballerina;Wiseman;501
Event Horizon;Anderson;500
Out of Sight;Soderbergh;500
Talladega Nights: The Ballad of Ricky Bobby;McKay;500
28 Years Later;Boyle;500
Frankenweenie;Burton;500
Addams Family Values;Sonnenfeld;499
Puss in Boots;Miller;499
Green Zone;Greengrass;499
Machete;Maniquis;499
Water for Elephants;Lawrence;499
Don Jon;Gordon-Levitt;499
Manifest;Tirone;499
Fallen;Hoblit;498
From Hell;Hughes;498
The Parent Trap;Meyers;498
Big Daddy;Dugan;498
Pearl Harbor;Bay;498
The Score;Oz;498
Meet the Fockers;Roach;498
The Gorge;Derrickson;498
Transformers: Dark of the Moon;Bay;498
Sisu;Helander;498
What Happened to Monday;Wirkola;498
Trance;Boyle;498
The Color of Money;Scorsese;497
Analyze This;Ramis;497
The Road to El Dorado;Bergeron;497
Eagle Eye;Caruso;497
A Christmas Carol;Zemeckis;497
Ice Age: Continental Drift;Martino;497
Emily em Paris;Fleming;497
Emily in Paris;Fleming;497
What Women Want;Meyers;496
One Hour Photo;Romanek;496
Something's Gotta Give;Meyers;496
Syriana;Gaghan;496
30 Days of Night;Slade;496
The Chronicles of Narnia: Prince Caspian;Adamson;496
Unthinkable;Jordan;496
Pandorum;Alvart;496
Smile;Finn;496
Just Go with It;Dugan;496
Red Notice;Thurber;496
Clear and Present Danger;Noyce;495
Get Smart;Segal;495
Get the Gringo;Grunberg;495
Minions;Balda;495
The Secret Life of Pets;Renaud;495
Bombshell;Roach;495
Eternals;Zhao;495
Final Destination: Bloodlines;Lipovsky;495
The Running Man;Glaser;494
The Lovely Bones;Jackson;494
Indiana Jones and the Dial of Destiny;Mangold;494
The Highwaymen;Hancock;494
Neighbors;Stoller;494
Speak No Evil;Watkins;494
Romancing the Stone;Zemeckis;493
Fatal Attraction;Lyne;493
Space Jam;Pytka;493
Serendipity;Chelsom;493
Alpha Dog;Cassavetes;493
Jungle Cruise;Collet-Serra;493
The Imaginarium of Doctor Parnassus;Gilliam;493
Jawan;Atlee;493
RED 2;Parisot;493
The Heat;Feig;493
Finch;Sapochnik;493
Air Force One;Petersen;492
The Thomas Crown Affair;McTiernan;492
Secretary;Shainberg;492
Monster House;Kenan;492
X;West;492
Hit Man;Linklater;492
Longlegs;Perkins;492
Happy Death Day;Landon;492
You Only Live Twice;Gilbert;491
Patriot Games;Noyce;491
While You Were Sleeping;Turteltaub;491
Scary Movie;Wayans;491
Secret Window;Koepp;491
A Good Year;Scott;491
Street Kings;Ayer;491
Extremely Loud & Incredibly Close;Daldry;491
The Hunger Games: The Ballad of Songbirds & Snakes;Lawrence;491
Long Shot;Levine;491
The Rip;Carnahan;491
Police Academy;Wilson;490
Death Becomes Her;Zemeckis;490
Tomorrow Never Dies;Spottiswoode;490
Idiocracy;Judge;490
The Exorcism of Emily Rose;Derrickson;490
Suicide Squad;Ayer;490
Predators;Antal;490
Tron;Lisberger;489
Robin Hood: Men in Tights;Brooks;489
Mars Attacks!;Burton;489
Pig;Sarnoski;489
House of Gucci;Scott;489
Big Eyes;Burton;489
Another Earth;Cahill;489
The Housemaid;Feig;489
The Girl on the Train;Taylor;489
Fast & Furious Presents: Hobbs & Shaw;Leitch;489
Ransom;Howard;488
Meet the Robinsons;Anderson;488
The Guardian;Davis;488
Hairspray;Shankman;488
Thor: Love and Thunder;Waititi;488
The Lone Ranger;Verbinski;488
Terminator Genisys;Taylor;488
Beetlejuice Beetlejuice;Burton;488
Maze Runner: The Scorch Trials;Ball;488
Ace Ventura: When Nature Calls;Oedekerk;487
Miss Congeniality;Petrie;487
Swordfish;Sena;487
Tenacious D in the Pick of Destiny;Lynch;487
Enola Holmes;Bradbeer;487
Uncharted;Fleischer;487
Hush;Flanagan;487
The Ugly Truth;Luketic;486
Leave the World Behind;Esmail;486
The Good Dinosaur;Sohn;486
Pain & Gain;Bay;486
Rambo: First Blood Part;Cosmatos;485
The Whole Nine Yards;Lynn;485
Borat Subsequent Moviefilm;Woliner;485
Bad Boys for Life;Arbi;485
Pokémon: Detective Pikachu;Letterman;485
Teenage Mutant Ninja Turtles;Barron;484
City of Angels;Silberling;484
eXistenZ;Cronenberg;484
17 Again;Steers;484
Exam;Hazeldine;484
Twisters;Chung;484
Man on a Ledge;Leth;484
The Call;Anderson;484
Carry-On;Collet-Serra;484
You Were Never Really Here;Ramsay;484
Child's Play;Holland;483
The Man in the Iron Mask;Wallace;483
The Perfect Storm;Petersen;483
Road Trip;Phillips;483
Vantage Point;Travis;483
Death Race;Anderson;483
Shoot 'Em Up;Davis;483
Smokin' Aces;Carnahan;483
Dan in Real Life;Hedges;483
Out of the Furnace;Cooper;483
If I Stay;Cutler;483
Zack and Miri Make a Porno;Smith;482
Paranormal Activity;Peli;482
Reptile;Singer;482
Widows;McQueen;482
Collateral Beauty;Frankel;482
Risky Business;Brickman;481
8MM;Schumacher;481
The World Is Not Enough;Apted;481
My Big Fat Greek Wedding;Zwick;481
Thirteen;Hardwicke;481
The Other Boleyn Girl;Chadwick;481
The Mechanic;West;481
The Number;Schumacher;481
Justice League;Snyder;481
300: Rise of an Empire;Murro;481
Joy;Russell;481
Godzilla vs. Kong;Wingard;481
Live and Let Die;Hamilton;480
Crocodile Dundee;Faiman;480
Hot Shots!;Abrahams;480
White Men Can't Jump;Shelton;480
Flushed Away;Bowers;480
Just Like Heaven;Waters;480
Sin City: A Dame to Kill For;Miller;480
Mank;Fincher;480
The Taking of Pelham;Scott;480
Oculus;Flanagan;480
The House That Jack Built;Trier;480
Bloodsport;Arnold;479
The Santa Clause;Pasquin;479
The Faculty;Rodriguez;479
Bend It Like Beckham;Chadha;479
The Recruit;Donaldson;479
The Rundown;Berg;479
Happy Feet;Miller;479
Seeking a Friend for the End of the World;Scafaria;479
Ted 2;MacFarlane;479
Ocean's Eight;Ross;479
The Man with the Golden Gun;Hamilton;478
Christine;Carpenter;478
Licence to Kill;Glen;478
Last Action Hero;McTiernan;478
Outbreak;Petersen;478
What Lies Beneath;Zemeckis;478
Primer;Carruth;478
The Longest Yard;Segal;478
Underworld: Rise of the Lycans;Tatopoulos;478
Rebel Ridge;Saulnier;478
Violent Night;Wirkola;478
Stoker;Chan-wook;478
Safe Haven;Hallström;478
Valerian and the City of a Thousand Planets;Besson;478
Jurassic World: Fallen Kingdom;Bayona;478
News of the World;Greengrass;478
Antz;Darnell;477
Wild Things;McNaughton;477
Shanghai Noon;Dey;477
13 Going on;Winick;477
The Pale Blue Eye;Cooper;477
White House Down;Emmerich;477
Burnt;Wells;477
Crimson Peak;Toro;477
Annabelle: Creation;Sandberg;477
For Your Eyes Only;Glen;476
Four Rooms;Anders;476
The 13th Warrior;McTiernan;476
16 Blocks;Donner;476
Shrek Forever After;Mitchell;476
The Long Walk;Lawrence;476
Transformers: Revenge of the Fallen;Bay;476
Last Vegas;Turteltaub;476
Evil Dead Rise;Cronin;476
The Living Daylights;Glen;475
Alien: Resurrection;Jeunet;475
Conspiracy Theory;Donner;475
Anger Management;Segal;475
Tears of the Sun;Fuqua;475
Shrek the Third;Miller;475
Trick 'r Treat;Dougherty;475
Dark Shadows;Burton;475
Hot Tub Time Machine;Pink;475
Tomb Raider;Uthaug;475
Central Intelligence;Thurber;475
The Woman in Black;Watkins;475
2 Broke Girls;Scardino;475
Tomorrowland;Bird;475
The Guest;Wingard;475
Legends of Tomorrow;Mock;475
Road House;Herrington;474
Austin Powers in Goldmember;Roach;474
The Good Shepherd;Niro;474
Waiting...;McKittrick;474
Where the Wild Things Are;Jonze;474
The Hills Have Eyes;Aja;474
She's the Man;Fickman;474
Australia;Luhrmann;474
He's Just Not That Into You;Kwapis;474
Triple Frontier;Chandor;474
Extremely Wicked, Shockingly Evil and Vile;Berlinger;474
Tag;Tomsic;474
Run;Chaganty;474
Ali;Mann;473
The Devil's Rejects;Zombie;473
Eden Lake;Watkins;473
Blended;Coraci;473
Maleficent: Mistress of Evil;Rønning;473
The Green Knight;Lowery;473
On Her Majesty's Secret Service;Hunt;472
Candyman;Rose;472
American Wedding;Dylan;472
Transporter;Leterrier;472
Jumper;Liman;472
Monsters vs. Aliens;Letterman;472
Riddick;Twohy;472
The Internship;Levy;472
Need for Speed;Waugh;472
The Invitation;Kusama;472
Hardcore Henry;Naishuller;472
Waterworld;Reynolds;471
Unfaithful;Lyne;471
The Fast and the Furious: Tokyo Drift;Lin;471
Knight and Day;Mangold;471
Creed;Jordan;471
Oz the Great and Powerful;Raimi;471
The Divergent Series: Insurgent;Schwentke;471
I Am Mother;Sputore;471
Anna;Besson;471
The Princess Diaries;Marshall;470
The Punisher;Hensleigh;470
Midway;Emmerich;470
Honey, I Shrunk the Kids;Johnston;469
Cliffhanger;Harlin;469
Freaky Friday;Waters;469
The Manchurian Candidate;Demme;469
Surf's Up;Brannon;469
Knowing;Proyas;469
Harold & Kumar Escape from Guantanamo Bay;Hurwitz;469
No Hard Feelings;Stupnitsky;469
Nerve;Joost;469
Friday the 13th;Cunningham;468
U.S. Marshals;Baird;468
Robots;Wedge;468
Antichrist;Trier;468
Life as We Know It;Berlanti;468
No Strings Attached;Reitman;468
Snow White and the Huntsman;Sanders;468
Run All Night;Collet-Serra;468
The Purge: Anarchy;DeMonaco;468
Bright;Ayer;468
Mamma Mia! Here We Go Again;Parker;468
Death on the Nile;Branagh;468
Sister Act;Ardolino;467
Deep Impact;Leder;467
Van Helsing;Sommers;467
The Change-Up;Dobkin;467
Inherent Vice;Anderson;467
You're Next;Wingard;467
A Haunting in Venice;Branagh;467
Homefront;Fleder;467
Gerald's Game;Flanagan;467
Greenland;Waugh;467
Billy Madison;Davis;466
My Best Friend's Wedding;Hogan;466
Superman Returns;Singer;466
Anchorman 2: The Legend Continues;McKay;466
Attack the Block;Cornish;466
J. Edgar;Eastwood;466
Penguins of Madagascar;Darnell;466
Transcendence;Pfister;466
Overlord;Avery;466
Black Adam;Collet-Serra;466
Red Eye;Craven;465
The Crazies;Eisner;465
Epic;Wedge;465
This Means War;McG;465
Riverdale;Correa;465
The Sum of All Fears;Robinson;464
Step Up;Fletcher;464
Never Back Down;Wadlow;464
Anna Karenina;Wright;464
The King's Man;Vaughn;464
The Bodyguard;Jackson;463
A Walk Among the Tombstones;Frank;463
The Skeleton Key;Softley;463
Marie Antoinette;Coppola;463
The Invention of Lying;Gervais;463
Get Him to the Greek;Stoller;463
Maze Runner: The Death Cure;Ball;463
Escape Room;Robitel;463
I Care a Lot;Blakeson;463
Rat Race;Zucker;462
Napoleon;Scott;462
Blink Twice;Kravitz;462
Birds of Prey and the Fantabulous Emancipation of One Harley Quinn;Yan;462
Weird Science;Hughes;461
Naked Gun 33 1/3: The Final Insult;Segal;461
Johnny English;Howitt;461
Jackass: The Movie;Tremaine;461
Flightplan;Schwentke;461
Blades of Glory;Gordon;461
She's Out of My League;Smith;461
Dracula Untold;Shore;461
Surrogates;Mostow;461
2012;Emmerich;461
The Lost City of Z;Gray;461
San Andreas;Peyton;461
Pet Sematary;Lambert;460
Hot Shots! Part Deux;Abrahams;460
The Pelican Brief;Pakula;460
King Arthur;Fuqua;460
Beowulf;Zemeckis;460
Date Night;Levy;460
The Beekeeper;Ayer;460
Safe;Yakin;460
Iron Fist;Surjik;460
M3GAN;Johnstone;460
Diamonds Are Forever;Hamilton;459
Footloose;Ross;459
Once Upon a Time in Mexico;Rodriguez;459
2 Fast 2 Furious;Singleton;459
Accepted;Pink;459
Resident Evil: Extinction;Mulcahy;459
The Chronicles of Narnia: The Voyage of the Dawn Treader;Apted;459
I Love You Phillip Morris;Ficarra;459
Don't Worry Darling;Wilde;459
Edge of Darkness;Campbell;459
It's Complicated;Meyers;459
A Quiet Place: Day One;Sarnoski;459
Premium Rush;Koepp;459
Octopussy;Glen;458
Gremlins 2: The New Batch;Dante;458
Kindergarten Cop;Reitman;458
The Craft;Fleming;458
Kiss the Girls;Fleder;458
Sucker Punch;Snyder;458
12 Strong;Fuglsig;458
Asteroid City;Anderson;458
The Lorax;Renaud;458
Let's Be Cops;Greenfield;458
Home;Johnson;458
Abigail;Bettinelli-Olpin;458
The Visit;Shyamalan;458
Mary Poppins Returns;Marshall;458
The Ritual;Bruckner;458
Terminator: Dark Fate;Miller;458
The Guilty;Fuqua;458
Daybreakers;Spierig;457
Mr. Bean's Holiday;Bendelack;457
Grown Ups;Dugan;457
Under the Skin;Glazer;457
Killer Elite;McKendry;457
I Am Number Four;Caruso;457
Under the Dome;Bender;457
Bean;Smith;456
Hostage;Siri;456
Leap Year;Tucker;456
Sonic the Hedgehog;Fowler;456
Underworld: Awakening;Mårlind;456
Savages;Stone;456
Inferno;Howard;456
The Quick and the Dead;Raimi;455
The Forbidden Kingdom;Minkoff;455
Letters to Juliet;Winick;455
Dear John;Hallström;455
Devil;Dowdle;455
Fall;Mann;455
Mama;Muschietti;455
Fractured;Anderson;455
Bad Boys: Ride or Die;Arbi;455
Die Another Day;Tamahori;454
Music and Lyrics;Lawrence;454
The Legend of Tarzan;Yates;454
Money Monster;Foster;454
Duna;Lynch;453
Dune;Lynch;453
The Jackal;Caton-Jones;453
The Waterboy;Coraci;453
Jeepers Creepers;Salva;453
Cellular;Ellis;453
The Spiderwick Chronicles;Waters;453
The Giver;Noyce;453
Funny Games;Haneke;453
Jack Reacher: Never Go Back;Zwick;453
The Boss Baby;McGrath;453
Fantastic Beasts: The Secrets of Dumbledore;Yates;453
I'm Thinking of Ending Things;Kaufman;453
Eurovision Song Contest: The Story of Fire Saga;Dobkin;453
The Last House on the Left;Iliadis;452
Jack the Giant Slayer;Singer;452
Contraband;Kormákur;452
Self/less;Singh;452
Double Jeopardy;Beresford;451
Hitman;Gens;451
From Paris with Love;Morel;451
Hansel & Gretel: Witch Hunters;Wirkola;451
Sausage Party;Tiernan;451
The Shallows;Collet-Serra;451
Lights Out;Sandberg;451
Minions: The Rise of Gru;Balda;451
Last Christmas;Feig;451
Resident Evil: Apocalypse;Witt;450
Hail, Caesar!;Coen;450
The International;Tykwer;450
Wolfs;Watts;450
The Last Stand;Jee-woon;450
Johnny English Reborn;Parker;450
Turbo;Soren;450
A Cure for Wellness;Verbinski;450
Plane;Richet;450
Under Siege;Davis;449
Ant-Man and the Wasp: Quantumania;Reed;449
The Tourist;Donnersmarck;449
47 Ronin;Rinsch;449
The Babysitter;McG;449
Angel Has Fallen;Waugh;449
Tango & Cash;Konchalovsky;448
Behind Enemy Lines;Moore;448
Van Wilder;Becker;448
Next;Tamahori;448
Renfield;McKay;448
Fright Night;Gillespie;448
Jackass Presents: Bad Grandpa;Tremaine;448
The Little Things;Hancock;447
The Iron Lady;Lloyd;447
The Lucky One;Hicks;447
Faster;Jr.;447
A Million Ways to Die in the West;MacFarlane;447
A House of Dynamite;Bigelow;447
6 Underground;Bay;447
The Cell;Singh;446
The Interpreter;Pollack;446
The Golden Compass;Weitz;446
The Conjuring: The Devil Made Me Do It;Chaves;446
Colombiana;Megaton;445
Rampage;Peyton;445
The Grinch;Cheney;445
Venom: Let There Be Carnage;Serkis;445
Mad Max: Beyond Thunderdome;Miller;444
The Texas Chainsaw Massacre;Nispel;444
Fun with Dick and Jane;Parisot;444
Bee Movie;Hickner;444
Cowboys & Aliens;Favreau;444
What Happens in Vegas;Vaughan;444
A Dangerous Method;Cronenberg;444
The Commuter;Collet-Serra;444
Casper;Letterman;443
Red One;Kasdan;443
This Is;Apatow;443
Killing Them Softly;Dominik;443
As Above, So Below;Dowdle;443
The Cable Guy;Stiller;442
Practical Magic;Dunne;442
Entrapment;Amiel;442
Tower Heist;Ratner;442
27 Dresses;Fletcher;442
Murder Mystery;Newacheck;442
The DUFF;Sandel;442
The Family;Besson;442
DragonHeart;Cohen;441
Reign of Fire;Bowman;441
Zathura: A Space Adventure;Favreau;441
Night at the Museum: Battle of the Smithsonian;Levy;441
Funny People;Apatow;441
Moana;Jr.;441
The Naked Gun;Schaffer;441
Godzilla: King of the Monsters;Dougherty;441
Twins;Reitman;440
Along Came a Spider;Tamahori;440
Night at the Museum: Secret of the Tomb;Levy;440
Star Trek: The Motion Picture;Wise;439
Trainwreck;Apatow;439
The Promise;George;439
Shark Tale;Bergeron;438
The Sorcerer's Apprentice;Turteltaub;438
The Lost City;Nee;438
Trolls;Mitchell;438
Moonraker;Gilbert;437
Paycheck;Woo;437
Jack Ryan: Shadow Recruit;Branagh;437
The Men Who Stare at Goats;Heslov;437
The Angry Birds Movie;Kaytis;437
Anyone But You;Gluck;437
Bad Moms;Lucas;437
Daddy's Home;Anders;436
A View to a Kill;Glen;435
Just Friends;Kumble;435
Repo Men;Sapochnik;435
Crank: High Voltage;Neveldine;435
Parker;Hackford;435
Why Him?;Hamburg;435
Hustlers;Scafaria;435
Fantastic Four;Story;434
Small Soldiers;Dante;434
Sweet Home Alabama;Tennant;434
Two Weeks Notice;Lawrence;434
Starsky & Hutch;Phillips;434
Clash of the Titans;Leterrier;434
Rio 2;Saldanha;434
Alice Through the Looking Glass;Bobin;434
Supergirl;Warn;434
Operation Fortune: Ruse de Guerre;Ritchie;434
S.W.A.T.;Johnson;433
Revolver;Ritchie;433
Ms. Marvel;Arbi;433
Vacation;Daley;433
The Strangers;Bertino;432
The American;Corbijn;432
Polar;Åkerlund;432
Intolerable Cruelty;Coen;431
Exodus: Gods and Kings;Scott;431
Mortal Engines;Rivers;431
Magic Mike;Soderbergh;431
Eraser;Russell;430
Goosebumps;Letterman;430
Immortals;Singh;430
Noah;Aronofsky;430
Sky High;Mitchell;429
It Ends with Us;Baldoni;429
Monsters;Edwards;429
The Monuments Men;Clooney;429
Malignant;Wan;429
Wrong Turn;Schmidt;428
Percy Jackson & the Olympians: The Lightning Thief;Columbus;428
Battleship;Berg;428
The Brothers Grimsby;Leterrier;428
Evolution;Reitman;427
Shanghai Knights;Dobkin;427
Knock at the Cabin;Shyamalan;427
The Campaign;Roach;427
The Purge;DeMonaco;427
Bring It On;Reed;426
Animal;Vanga;426
The Ladykillers;Coen;425
Walking Tall;Bray;425
Hostel;Roth;425
Vacancy;Antal;425
Lightyear;MacLane;425
Paper Towns;Schreier;425
The Karate Kid Part;Avildsen;424
The Losers;White;424
Wall Street: Money Never Sleeps;Stone;424
Fear Street;Janiak;424
Stuart Little;Minkoff;423
xXx;Cohen;423
Miami Vice;Mann;423
Dead Silence;Wan;423
The Other Woman;Cassavetes;423
Hulk;Lee;422
White Chicks;Wayans;422
Amsterdam;Russell;422
Ride Along;Story;422
Venom: The Last Dance;Marcel;422
Get Hard;Cohen;422
Spenser Confidential;Berg;422
Lara Croft: Tomb Raider;West;421
Shallow Hal;Farrelly;421
Land of the Dead;Romero;421
The Game Plan;Fickman;421
The Five-Year Engagement;Stoller;421
The Huntsman: Winter's War;Nicolas-Troyan;421
Along Came Polly;Hamburg;420
War;Atwell;420
I Spit on Your Grave;Monroe;420
Transformers: Age of Extinction;Bay;420
I Know What You Did Last Summer;Gillespie;419
The Mexican;Verbinski;419
Taking Lives;Caruso;419
Hannibal Rising;Webber;419
American Assassin;Cuesta;419
3 Days to Kill;McG;419
The Conjuring: Last Rites;Chaves;419
London Has Fallen;Najafi;419
Brightburn;Yarovesky;419
Sphere;Levinson;418
Bedazzled;Ramis;418
Push;McGuigan;418
Mirrors;Aja;418
Rambo: Last Blood;Grunberg;418
Damsel;Fresnadillo;418
Hitman's Wife's Bodyguard;Hughes;418
The Switch;Gordon;417
Crepúsculo;Hardwicke;417
Twilight;Hardwicke;417
Open Season;Allers;416
Abraham Lincoln: Vampire Hunter;Bekmambetov;416
The Time Machine;Wells;415
Godzilla X Kong: The New Empire;Wingard;415
Ambulance;Bay;415
Broken Arrow;Woo;414
The 6th Day;Spottiswoode;414
Bridget Jones: The Edge of Reason;Kidron;414
Sahara;Eisner;414
Blade: Trinity;Goyer;414
The Rum Diary;Robinson;414
Army of the Dead;Snyder;414
That Awkward Moment;Gormican;414
The Neon Demon;Refn;414
It Comes at Night;Shults;414
Dante's Peak;Donaldson;413
I Now Pronounce You Chuck & Larry;Dugan;413
Brüno;Charles;413
The Matrix Resurrections;Wachowski;413
The Great Wall;Zhang;413
Jurassic World: Rebirth;Edwards;413
Transformers: Rise of the Beasts;Jr.;413
Days of Thunder;Scott;412
The League of Extraordinary Gentlemen;Norrington;412
The Grudge;Shimizu;412
Fantastic Four: Rise of the Silver Surfer;Story;412
Ghostbusters: Frozen Empire;Kenan;412
Alien vs. Predator;Anderson;411
Resident Evil: Afterlife;Anderson;411
Into the Woods;Marshall;411
Universal Soldier;Emmerich;410
Deep Blue Sea;Harlin;410
Old;Shyamalan;410
The Pope's Exorcist;Avery;410
The Meg;Turteltaub;410
X-Men: Dark Phoenix;Kinberg;410
Crawl;Aja;410
Hollow Man;Verhoeven;409
Bad Teacher;Kasdan;409
American Ultra;Nourizadeh;409
Shazam! Fury of the Gods;Sandberg;408
G.I. Joe: The Rise of Cobra;Sommers;408
The Purge: Election Year;DeMonaco;408
Dirty Grandpa;Mazer;407
She's All That;Iscove;406
The Legend of Zorro;Campbell;406
The Green Hornet;Gondry;406
Charlie's Angels;McG;405
Hall Pass;Farrelly;405
Pathaan;Anand;405
Mr. Popper's Penguins;Waters;405
30 Minutes or Less;Fleischer;405
Trap;Shyamalan;405
Mortal Kombat;Anderson;404
Mr. Deeds;Brill;404
Wrath of the Titans;Liebesman;404
The Brothers Grimm;Gilliam;403
Green Lantern;Campbell;403
Jobs;Stern;403
The Boy;Bell;403
Jurassic World: Dominion;Trevorrow;403
Wild Hogs;Becker;402
Bedtime Stories;Shankman;402
The Rite;Håfström;402
G.I. Joe: Retaliation;Chu;402
Never Been Kissed;Gosnell;401
Battle Los Angeles;Liebesman;401
Cocaine Bear;Banks;401
Lockout;Mather;401
Project Power;Joost;401
Rambo;MacDonald;400
A Cinderella Story;Rosman;400
The Amityville Horror;Douglas;400
Mike and Dave Need Wedding Dates;Szymanski;400
Batman Forever;Schumacher;399
House of 1000 Corpses;Zombie;399
You Don't Mess with the Zohan;Dugan;399
The Break-Up;Reed;398
The Wolfman;Johnston;398
The Mortal Instruments: City of Bones;Zwart;398
Assassin's Creed;Kurzel;398
Power Rangers;Israelite;398
Skyscraper;Thurber;398
Cheaper by the Dozen;Levy;397
Journey to the Center of the Earth;Brevig;397
Dinner for Schmucks;Roach;397
The Last Witch Hunter;Eisner;397
King the Land;;397
Blue Beetle;Soto;397
Eat Pray Love;Murphy;396
Downsizing;Payne;396
Freddy vs. Jason;Yu;395
Underwater;Eubank;394
Jingle All the Way;Levant;393
Valentine's Day;Marshall;393
Teenage Mutant Ninja Turtles: Out of the Shadows;Green;393
Coyote Ugly;McNally;392
The Kissing Booth;Marcello;392
101 Dalmatians;Herek;391
Not Another Teen Movie;Gallen;391
Gothika;Kassovitz;391
Nacho Libre;Hess;391
Annabelle Comes Home;Dauberman;391
End of Days;Hyams;390
The Heartbreak Kid;Farrelly;390
Alexander;Stone;389
Laal Singh Chaddha;Chandan;389
Captain America: Brave New World;Onah;389
Identity Thief;Gordon;389
The Divergent Series: Allegiant;Schwentke;389
Gamer;Neveldine;388
Pixels;Columbus;388
Fast;Leterrier;388
Baywatch;Gordon;387
Godzilla;Emmerich;386
Jennifer's Body;Kusama;386
The Watch;Schaffer;386
Neighbors 2: Sorority Rising;Stoller;385
Percy Jackson: Sea of Monsters;Freudenthal;384
The Nutty Professor;Shadyac;383
Priest;Stewart;383
Splice;Natali;383
Gemini Man;Lee;383
Men in Black: International;Gray;383
A Minecraft Movie;Hess;383
Annabelle;Leonetti;382
The Dark Tower;Arcel;381
Dumb and Dumber To;Farrelly;381
Mechanic: Resurrection;Gansel;381
R.I.P.D.;Schwentke;380
The Day the Earth Stood Still;Derrickson;380
Only God Forgives;Refn;380
Journey 2: The Mysterious Island;Peyton;379
Poseidon;Petersen;377
The Bounty Hunter;Tennant;377
Rebel Moon - Part One: A Child of Fire;Snyder;377
The Three Musketeers;Anderson;377
Ghost Rider;Johnson;376
Spy Kids;Rodriguez;375
Pacific Rim: Uprising;DeKnight;375
Judge Dredd;Cannon;374
Chicken Little;Dindal;374
High School Musical;Ortega;373
Jigsaw;Spierig;372
The Nun;Hardy;372
Demolidor;Johnson;371
Daredevil;Johnson;371
Hitman: Agent;Bach;371
Dude, Where's My Car?;Leiner;370
The Scorpion King;Russell;370
Lara Croft: Tomb Raider - The Cradle of Life;Bont;370
Snakes on a Plane;Ellis;370
Couples Retreat;Billingsley;370
That's My Boy;Anders;370
Ghost Ship;Beck;368
House of Wax;Collet-Serra;368
Aquaman and the Lost Kingdom;Wan;368
Brahmastra Part One: Shiva;Mukerji;367
Runaway Bride;Marshall;365
The Hot Chick;Brady;365
The Pacifier;Shankman;364
The Marvels;DaCosta;364
Evan Almighty;Shadyac;363
Jupiter Ascending;Wachowski;363
Little Fockers;Weitz;362
Thir13en Ghosts;Beck;361
Dreamcatcher;Kasdan;361
Bride Wars;Winick;361
Argylle;Vaughn;361
Pompeii;Anderson;360
The Cloverfield Paradox;Onah;360
Saw 3D;Greutert;359
The Core;Amiel;358
Scooby-Doo;Gosnell;357
The Twilight Saga: Eclipse;Slade;357
A Good Day to Die Hard;Moore;357
Five Nights at Freddy's;Tammi;356
Æon Flux;Kusama;355
Gods of Egypt;Proyas;355
Resident Evil: The Final Chapter;Anderson;355
Lady in the Water;Shyamalan;354
Halloween Kills;Green;354
She-Hulk: Attorney at Law;Coiro;354
Your Highness;Green;354
Geostorm;Devlin;354
The Predator;Black;353
Piranha 3D;Aja;352
Independence Day: Resurgence;Emmerich;352
Resident Evil: Retribution;Anderson;352
Babylon A.D.;Kassovitz;351
Spring Breakers;Korine;351
Red Riding Hood;Hardwicke;349
Transformers: The Last Knight;Bay;349
The Mummy: Tomb of the Dragon Emperor;Cohen;348
Coringa;Phillips;348
F9: The Fast Saga;Lin;348
Doctor Dolittle;Thomas;345
Max Payne;Moore;345
The Twilight Saga: Breaking Dawn;Condon;345
The Counselor;Scott;345
The Ring Two;Nakata;344
65;Beck;344
Drive Angry;Lussier;344
The Circle;Ponsoldt;344
The Smurfs;Gosnell;343
