Words;Link;Score
Maid in Manhattan;Wang;342
Season of the Witch;Sena;342
The Dead Don't Die;Jarmusch;342
Paul Blart: Mall Cop;Carr;341
Legion;Stewart;340
Little Nicky;Brill;339
Emilia Pérez;Audiard;339
The Happening;Shyamalan;337
10,000 BC;Emmerich;336
Morbius;Espinosa;335
Alvin and the Chipmunks;Hill;334
Flubber;Mayfield;332
The 5th Wave;Blakeson;332
The New Mutants;Boone;332
Doom;Bartkowiak;331
The Twilight Saga: New Moon;Weitz;330
The Final Destination;Ellis;327
Moonfall;Emmerich;327
Eragon;Fangmeier;325
xXx: Return of Xander Cage;Caruso;323
Sex Tape;Kasdan;321
Charlie's Angels: Full Throttle;McG;316
Wild Wild West;Sonnenfeld;315
After Earth;Shyamalan;314
Anaconda;Llosa;312
Garfield: The Movie;Hewitt;312
Year One;Ramis;306
Meg 2: The Trench;Wheatley;303
Knock Knock;Roth;299
Aliens vs. Predator: Requiem;Strause;278
Elektra;Bowman;275
Fifty Shades Darker;Foley;271
Fifty Shades of Grey;Taylor-Johnson;270
Ghost Rider: Spirit of Vengeance;Neveldine;255
Movie;Banks;251
The Idol;Levinson;250
The Acolyte;Culpepper;247
Madame Web;Clarkson;220
Batman & Robin;Schumacher;219
The Last Airbender;Shyamalan;215
Catwoman;Pitof;165
365 Days;Bialowas;140
Meet the Spartans;Friedberg;92
Adipurush;Raut;77
Epic Movie;Friedberg;63
Snow White;Webb;56
Radhe;Deva;1
